appid	name	playtime_forever	img_icon_url	img_logo_url	playtime_windows_forever	playtime_mac_forever	playtime_linux_forever	achievements	total_achievements	earned_achievements	is_multiplayer	genre	price	reviews
44650	GT Power Expansion	0	34b989a4782e744f9156bec9fbc9e23dbdbcc6df	42de9027eb1de6e1f6de74c39da2bfea1ede4d53	0	0	0		0	0	True	Racing	39.99	Positive
44660	The Retro Expansion	0	a51f56d7637029f4165b95834b848f68085d58ef	316201daa88254521efbf2e40bd13072fb422163	0	0	0		0	0	True	Racing	53.99	Positive
44670	The WTCC 2010 Pack	0	defbbfd48b740c3f8136ef852e91f83945320c3e	16231ff44b47b3fb67650cdff6ac02bc4d198143	0	0	0		0	0	True	Racing	53.99	Mostly Positive
44680	Race Injection	0			0	0	0		0	0	True	Racing	159.99	
44690	GT Legends	0	aee4a6592f67f485a4fb99803f319cb0a9d0910c	e3a301fbe97e7960fa958bf1f896add1d5a60fc4	0	0	0		0	0	True	Racing	104.99	Very Positive
221380	Age of Empires II (2013)	10952	109c74df17f9b67ea47d8f01e3d1ec25278b9f73	37e9da3f1174891fe38f8fb0206acda8b6bfc729	0	0	0	0.2346938775510204	294	69	True	Strategy	224.99	Very Positive
200210	Realm of the Mad God	51	76c62602486e58f9501e09e7e8f189e86823e8d5	7577746467f351730cef1908aba37015bcf2d517	0	0	0	0.0	31	0	True	RPG	0.0	Mostly Positive
208090	Loadout	17	d4dc7a4f71d4ba7c44cd05b5c235e0a387ca212b	bd03747de2f7380bd779b9a355790522b85615b2	0	0	0	0.14285714285714285	28	4	True	Third-Person Shooter	0.0	Mostly Positive
218130	Dungeonland	61	9a0cb15760c9c744b7ef96ecc5effff22136c878	80fa1305a0eb4c3512cf2423be2716a0140d9a35	0	0	0	0.03773584905660377	53	2				
230410	Warframe	15858	22064646470f4c53388ba87774c7ac10f0a91ffa	3785f3576cdef5cf20a8b815bdf867154ccbe7d5	0	0	0	0.5614973262032086	187	105	True	Third-Person Shooter	0.0	Very Positive
236390	War Thunder	2081	88259dcb7014dcdb109d9ece0cfc70c100bc2f9c	0c6a14f66f95baf08da8199142b09b51d3cd6273	0	0	0	0.14	50	7	False	Simulation	0.0	Mixed
286080	Thinking with Time Machine	1	704dec3992ad6cc0bf8aca588b11089556c8b92a	2352c41981051b3a67d48484c0b0e1e372f1a5ba	0	0	0		0	0	False	Puzzle	0.0	Very Positive
271290	HAWKEN	48	c2ff4b2c2652a897935631b040c5ba135fe655e3	f767633be94e6072d6b476040a1decfd6bbd93fa	0	0	0		0	0				
291150	Evolution RTS	10	36aae799546733663b0cfff784d346d37fe19463	975c9f588b4d561130e04b9820fae251f03e7802	0	0	0		0	0	False	Strategy	0.0	Mixed
233250	Planetary Annihilation	0	cc7e967f96e5fb35cf45c742f2c73b2d4f348bd0	951cd021ad9b793c8c0b730311c198d77b954410	0	0	0	0.0	19	0				
239450	Gun Monkeys	1	175feabf1003b3b72eadeb04c71f1a8bf9749e11	858d5de04891402916627b2497610f3b5dcf9590	0	0	0	0.0	8	0				
244850	Space Engineers	31	f9856a90000d88e9a89441a7381fe9877e91eaca	115f18763462ece5478d6096b22fd2f1faca0788	31	0	0	0.0	29	0	True	Building	0.0	Mostly Positive
239030	Papers, Please	12	102e22fc7e0689cb5a9d8cfdd5a6725d571d1a0f	eb4c045f73f9a4b1bac708e70fb12f12cd53010f	0	0	0	0.0	13	0	False	Simulation	129.99	Very Positive
4570	Warhammer 40,000: Dawn of War - Game of the Year Edition	26	a4c7a8cce43d797c275aaf601d6855b90ba87769	2068980dca52521b069abc109f976d72ba0b1651	0	0	0		0	0	True	Strategy	159.99	Very Positive
4580	Warhammer 40,000: Dawn of War - Dark Crusade	0	584fcb6284ffd2fcf378fb3c199a9275a0a01b2d	ed04f5f4ca5bd374fa09da62f583a7dbbf1d8558	0	0	0		0	0	True	Strategy	159.99	Very Positive
9310	Warhammer 40,000: Dawn of War - Winter Assault	0	60d48bf5f8a11fc4aeacb546a20cb40f537290bf	88ca73c99d1a64b81a3306c690f0354a1643c1c1	0	0	0		0	0	True	Strategy	159.99	Very Positive
9450	Warhammer 40,000: Dawn of War - Soulstorm	499	d13abadb0f456659a634d2cd8286665a0c76a2c6	3b300beec0113261da00267121eccd8702059a88	0	0	0		0	0	True	Strategy	159.99	Very Positive
253750	Ikaruga	29	cfa6cdfa6d0be1f019091d8ebe7942f44bf9ebda	2b0fbd2f0c98d9ed0be6189e779d3c2010067c4d	0	0	0	0.04	25	1	False	Shoot 'Em Up	129.99	Overwhelmingly Positive
208610	Skullgirls ∞Endless Beta∞	0	7bf859db736b8825045b0cc79acc4bb7be8cd7b9	33974b81779c888b3b4d9c4b91d86ef0907b11f3	0	0	0		0	0				
245170	Skullgirls	508	7bf859db736b8825045b0cc79acc4bb7be8cd7b9	ca3f7bd4fbb3cf73855ebce91b6dafc2104d651b	0	0	0	0.125	16	2	True	Fighting	129.99	Very Positive
262280	Dungeons 2	101	429544f4c7680d781477059d59e5314974574db3	afb1940ff93142e6f3197ab2de68a4209617e747	0	0	0	0.12	25	3	True	Strategy	0.0	Mostly Positive
263980	Out There Somewhere	155	9ef5b78baca02bd93df4050525de055b4b5c0e3a	cc2393b0264e69356d1861811e423a4b76fdfc6b	0	0	0	0.3333333333333333	36	12	False	Platformer	0.0	Very Positive
270370	Lambda Wars Beta	0	8c6c81dabcf3576dc8492bcdf03a466b88e92abc	cec6379f7a349cd06e4029ca9a83d20af2b3d94f	0	0	0	0.0	21	0	True	Strategy	0.0	Very Positive
225840	Sven Co-op	86	54f8d0253085201b07cbe117a823d889bed610bb	1ef26a0b4dbabb81d8d1682ffd674bc3c71a313f	0	0	0		0	0	True	FPS	0.0	Very Positive
282900	Hyperdimension Neptunia Re;Birth1	3657	0cd228210df4f44ef8e77f62b18d1a9af81a72d4	c2835cfa39dbaf8e7e1f668e4bf491855a274947	0	0	0	0.9555555555555556	45	43	False	JRPG	179.99	Very Positive
283430	Litil Divil	2	904a09969e0c53718bb1f5e498c8d35ef30ed50a	ef6cf012c60375b43746b4d011bf748ebd93706e	0	0	0		0	0	False	Adventure	39.99	Positive
286120	QuestRun	0	71e1c4e803110a26910f725d79bb039aa18821e1	9f576cc3094ac070735a27d156233a16cd744190	0	0	0	0.0	13	0	False	RPG	39.99	Mostly Negative
286570	F1 2015	0	efba76526ca5cd18fabc9878c840ac583f08ead5	7f31abdf6d6a1ce630cb96f3ac34a8a6be6243c8	0	0	0	0.0	45	0	True	Racing	439.99	Mixed
292380	Racer 8	0	dc95e7d7c2a247a42e226733ebb229963b065454	4c0577f37d5eaba1cc76c9607ddd6a983fc0e78c	0	0	0		0	0	False	Racing	67.99	Mixed
292390	Realms of the Haunting	21	13abd6b022bb179fe9fdc41411ac0c525c320639	8a739324621874fa3e31b440f1712194c7674a7f	0	0	0		0	0	False	FMV	39.99	Very Positive
20510	S.T.A.L.K.E.R.: Clear Sky	0	82713e11a93dcbdbb0e1158b2e289720000bed3c	1450b83aacc40e5a206e0c39d17b0110e376ddb8	0	0	0		0	0	True	FPS	129.99	Very Positive
